first_name,last_name,full_name,position,committee,date,work_place,role,raw_line 
שלמה,פריזט,שלמה פריזט,"יועץ חיצוני, פרטנר תקשורת",3,2016-12-07,פרטנר תקשורת,יועץ חיצוני,"שלמה פריזט - יועץ חיצוני, פרטנר תקשורת"
אורי,בסט,אורי בסט,"יועץ משפטי, קבוצת RGE",3,2016-12-07,קבוצת RGE,יועץ משפטי,"אורי בסט - יועץ משפטי, קבוצת RGE"
תומר,קרני,תומר קרני,"עו""ד, רשות השידור",3,2016-12-07,רשות השידור,"עו""ד","תומר קרני - עו""ד, רשות השידור"
אודי,מילנר,אודי מילנר,"מנכ""ל, אתר ONE",3,2016-12-07,אתר ONE,"מנכ""ל","אודי מילנר - מנכ""ל, אתר ONE"
אדר,זהבי,אדר זהבי,"מנכל, חברת צ'רלטון",3,2016-12-07,חברת צ'רלטון,מנכל,"אדר זהבי - מנכל, חברת צ'רלטון"
חיים,סלוצקי,חיים סלוצקי,"בעלים סלוצקי הפקות הוט בידור ישראלי, ערוצים שמשדרים בכבלים ובלווין",3,2016-12-07,ערוצים שמשדרים בכבלים ובלווין,בעלים סלוצקי הפקות הוט בידור ישראלי,"חיים סלוצקי - בעלים סלוצקי הפקות הוט בידור ישראלי, ערוצים שמשדרים בכבלים ובלווין"
זיו,מאור,זיו מאור,"מנכ""ל האגודה לזכות הציבור לדעת",3,2016-12-07,,,"זיו מאור - מנכ""ל האגודה לזכות הציבור לדעת"
תמר,אברמוביץ,תמר אברמוביץ,"שדלן/ית (פוליסי בע""מ), מייצג/ת את סלקום, פרטנר",3,2016-12-07,"מייצג/ת את סלקום, פרטנר","שדלן/ית (פוליסי בע""מ)","תמר אברמוביץ - שדלן/ית (פוליסי בע""מ), מייצג/ת את סלקום, פרטנר"
אודי,אדירי,אודי אדירי,"סגן הממונה על התקציבים, משרד האוצר",3,2016-12-01,משרד האוצר,סגן הממונה על התקציבים,"אודי אדירי - סגן הממונה על התקציבים, משרד האוצר"
אלון,מסר,אלון מסר,"רכז תחבורה ציבורית באגף תקציבים, משרד האוצר",3,2016-12-01,משרד האוצר,רכז תחבורה ציבורית באגף תקציבים,"אלון מסר - רכז תחבורה ציבורית באגף תקציבים, משרד האוצר"
הראל,שליסל,הראל שליסל,"רפרנט באגף תקציבים, משרד האוצר",3,2016-12-01,משרד האוצר,רפרנט באגף תקציבים,"הראל שליסל - רפרנט באגף תקציבים, משרד האוצר"
גלעד,קצב,גלעד קצב,"אגף תקציבים, משרד האוצר",3,2016-12-01,משרד האוצר,אגף תקציבים,"גלעד קצב - אגף תקציבים, משרד האוצר"
דודי,קופל,דודי קופל,"הלשכה המשפטית, משרד האוצר",3,2016-12-01,משרד האוצר,הלשכה המשפטית,"דודי קופל - הלשכה המשפטית, משרד האוצר"
הראלי,מזרחי,הראלי מזרחי,"הלשכה המשפטית, משרד האוצר",3,2016-12-01,משרד האוצר,הלשכה המשפטית,"הראלי מזרחי - הלשכה המשפטית, משרד האוצר"
יובל,ענתבי,יובל ענתבי,"מנהל תחום רישוי וביצוע, משרד האוצר",3,2016-12-01,משרד האוצר,מנהל תחום רישוי וביצוע,"יובל ענתבי - מנהל תחום רישוי וביצוע, משרד האוצר"
מירב,ליבנה,מירב ליבנה,"יעוץ וחקיקה, משרד המשפטים",3,2016-12-01,משרד המשפטים,יעוץ וחקיקה,"מירב ליבנה - יעוץ וחקיקה, משרד המשפטים"
כרמית,יוליס,כרמית יוליס,"עו""ד, משרד המשפטים",3,2016-12-01,משרד המשפטים,"עו""ד","כרמית יוליס - עו""ד, משרד המשפטים"
רוסלאן,עותמאן,רוסלאן עותמאן,"עוזר ראשי, משרד המשפטים",3,2016-12-01,משרד המשפטים,עוזר ראשי,"רוסלאן עותמאן - עוזר ראשי, משרד המשפטים"
צחי,בר ציון,צחי בר ציון,"ייעוץ משפטי, משרד התשתיות הלאומיות, האנרגיה והמים",3,2016-12-01,"משרד התשתיות הלאומיות, האנרגיה והמים",ייעוץ משפטי,"צחי בר ציון - ייעוץ משפטי, משרד התשתיות הלאומיות, האנרגיה והמים"
טובי,הריס,טובי הריס,"עו""ד, רשות ההגבלים העסקיים",3,2016-12-01,רשות ההגבלים העסקיים,"עו""ד","טובי הריס - עו""ד, רשות ההגבלים העסקיים"
אלעד,לב,אלעד לב,"מנהל אגף א' תכנון ובניה, משרד הפנים",3,2016-12-01,משרד הפנים,מנהל אגף א' תכנון ובניה,"אלעד לב - מנהל אגף א' תכנון ובניה, משרד הפנים"
שחר,סולר,שחר סולר,"אגף תכנון ובניה, המשרד להגנת הסביבה",3,2016-12-01,המשרד להגנת הסביבה,אגף תכנון ובניה,"שחר סולר - אגף תכנון ובניה, המשרד להגנת הסביבה"
בת,שבע נחמיה,בת שבע נחמיה,"לשכה משפטית, משרד התקשורת",3,2016-12-01,משרד התקשורת,לשכה משפטית,"בת שבע נחמיה - לשכה משפטית, משרד התקשורת"
ראובן,קוגן,ראובן קוגן,"סמנכ""ל פיתוח, רכבת ישראל",3,2016-12-01,רכבת ישראל,"סמנכ""ל פיתוח","ראובן קוגן - סמנכ""ל פיתוח, רכבת ישראל"
הילה,וקסברג,הילה וקסברג,"עוזרת לסמנכ""ל פיתוח, רכבת ישראל",3,2016-12-01,רכבת ישראל,"עוזרת לסמנכ""ל פיתוח","הילה וקסברג - עוזרת לסמנכ""ל פיתוח, רכבת ישראל"
רקפת,תיבי,רקפת תיבי,"ממונה סטאטורית, חברת מקורות",3,2016-12-01,חברת מקורות,ממונה סטאטורית,"רקפת תיבי - ממונה סטאטורית, חברת מקורות"
איילת,כהן מעגן,איילת כהן מעגן,"עו""ד, חברת בזק",3,2016-12-01,חברת בזק,"עו""ד","איילת כהן מעגן - עו""ד, חברת בזק"
שגיב,חנין,שגיב חנין,"עו""ד מייצג את נגב גז טבעי, חברות למתן שירותים להזרמת גז",3,2016-12-01,חברות למתן שירותים להזרמת גז,"עו""ד מייצג את נגב גז טבעי","שגיב חנין - עו""ד מייצג את נגב גז טבעי, חברות למתן שירותים להזרמת גז"
מיכל,ריבלין,מיכל ריבלין,"מנהלת אגף תוכן ערוצים ורגולציה, חברת הוט",3,2016-12-01,חברת הוט,מנהלת אגף תוכן ערוצים ורגולציה,"מיכל ריבלין - מנהלת אגף תוכן ערוצים ורגולציה, חברת הוט"
גיתית,הרש,גיתית הרש,"קשרי ממשל, החברה להגנת הטבע",3,2016-12-01,החברה להגנת הטבע,קשרי ממשל,"גיתית הרש - קשרי ממשל, החברה להגנת הטבע"
דרור,בוימל,דרור בוימל,"רכז תשתיות, החברה להגנת הטבע",3,2016-12-01,החברה להגנת הטבע,רכז תשתיות,"דרור בוימל - רכז תשתיות, החברה להגנת הטבע"
אפרת,ברנד,אפרת ברנד,"לשכה משפטית, מינהל התכנון",3,2016-12-01,מינהל התכנון,לשכה משפטית,"אפרת ברנד - לשכה משפטית, מינהל התכנון"
שירה,גרינברג,שירה גרינברג,"סגנית הממונה על התקציבים, משרד האוצר",3,2016-12-05,משרד האוצר,סגנית הממונה על התקציבים,"שירה גרינברג - סגנית הממונה על התקציבים, משרד האוצר"
אמיר,רשף,אמיר רשף,"רכז תעשייה ומסחר באגף תקציבים, משרד האוצר",3,2016-12-05,משרד האוצר,רכז תעשייה ומסחר באגף תקציבים,"אמיר רשף - רכז תעשייה ומסחר באגף תקציבים, משרד האוצר"
עידו,סופר,עידו סופר,"רפרנט תעשייה ומסחר, משרד האוצר",3,2016-12-05,משרד האוצר,רפרנט תעשייה ומסחר,"עידו סופר - רפרנט תעשייה ומסחר, משרד האוצר"
יעקב,וכטל,יעקב וכטל,"הממונה על התקינה, משרד הכלכלה",3,2016-12-05,משרד הכלכלה,הממונה על התקינה,"יעקב וכטל - הממונה על התקינה, משרד הכלכלה"
אנואר,חילף,אנואר חילף,"הממונה על חוקיות היבוא, משרד הכלכלה",3,2016-12-05,משרד הכלכלה,הממונה על חוקיות היבוא,"אנואר חילף - הממונה על חוקיות היבוא, משרד הכלכלה"
אופיר,גמליאל,אופיר גמליאל,"CEO, משרד הכלכלה",3,2016-12-05,משרד הכלכלה,CEO,"אופיר גמליאל - CEO, משרד הכלכלה"
שדי,מנשהאוף,שדי מנשהאוף,"עוזר ראשי לשכה משטית, משרד הכלכלה",3,2016-12-05,משרד הכלכלה,עוזר ראשי לשכה משטית,"שדי מנשהאוף - עוזר ראשי לשכה משטית, משרד הכלכלה"
סיגל,מרד אברג'יל,סיגל מרד אברג'יל,"עו""ד, לשכה משפטית, משרד הכלכלה",3,2016-12-05,"לשכה משפטית, משרד הכלכלה","עו""ד","סיגל מרד אברג'יל - עו""ד, לשכה משפטית, משרד הכלכלה"
דבי,מילשטיין,דבי מילשטיין,"לשכה משפטית, משרד הכלכלה",3,2016-12-05,משרד הכלכלה,לשכה משפטית,"דבי מילשטיין - לשכה משפטית, משרד הכלכלה"
מריאן,סעדה,מריאן סעדה,"סטודנט משנה למנכ""ל, משרד הכלכלה",3,2016-12-05,משרד הכלכלה,"סטודנט משנה למנכ""ל","מריאן סעדה - סטודנט משנה למנכ""ל, משרד הכלכלה"
יעל,דקל,יעל דקל,משרד המשפטים,3,2016-12-05,,,יעל דקל - משרד המשפטים
יורם,סמואל,יורם סמואל,"יועץ משפטי, מכון התקנים",3,2016-12-05,מכון התקנים,יועץ משפטי,"יורם סמואל - יועץ משפטי, מכון התקנים"
אורי,דורי,אורי דורי,"ראש המכון, מכון התקנים",3,2016-12-05,מכון התקנים,ראש המכון,"אורי דורי - ראש המכון, מכון התקנים"
סמי,שמואל שלום,סמי שמואל שלום,"יו""ר ועד עובדים, מכון התקנים",3,2016-12-05,מכון התקנים,"יו""ר ועד עובדים","סמי שמואל שלום - יו""ר ועד עובדים, מכון התקנים"
יובל,באני,יובל באני,"נציג הסתדרות ההנדסאים, מכון התקנים",3,2016-12-05,מכון התקנים,נציג הסתדרות ההנדסאים,"יובל באני - נציג הסתדרות ההנדסאים, מכון התקנים"
יוסף,יורם נדלר,יוסף יורם נדלר,"ועד הנדסאים, מכון התקנים",3,2016-12-05,מכון התקנים,ועד הנדסאים,"יוסף יורם נדלר - ועד הנדסאים, מכון התקנים"
יצחק,מזרחי,יצחק מזרחי,"ועד עובדים, מכון התקנים",3,2016-12-05,מכון התקנים,ועד עובדים,"יצחק מזרחי - ועד עובדים, מכון התקנים"
נאור,כהן,נאור כהן,"נציג סקטור מהנדסים, מכון התקנים",3,2016-12-05,מכון התקנים,נציג סקטור מהנדסים,"נאור כהן - נציג סקטור מהנדסים, מכון התקנים"
ליאור,הינקוס,ליאור הינקוס,"יועץ משפטי, מכון התקנים",3,2016-12-05,מכון התקנים,יועץ משפטי,"ליאור הינקוס - יועץ משפטי, מכון התקנים"
פרידה,אלבז,פרידה אלבז,"חברת ועד, מכון התקנים",3,2016-12-05,מכון התקנים,חברת ועד,"פרידה אלבז - חברת ועד, מכון התקנים"
דוד,הוכברג,דוד הוכברג,"מהסתדרות המעוף, מכון התקנים",3,2016-12-05,מכון התקנים,מהסתדרות המעוף,"דוד הוכברג - מהסתדרות המעוף, מכון התקנים"
אליהו,אבידן,אליהו אבידן,"גזבר הועד, מכון התקנים",3,2016-12-05,מכון התקנים,גזבר הועד,"אליהו אבידן - גזבר הועד, מכון התקנים"
אלה,עטרות,אלה עטרות,"מנהלת אגף התקינה, מכון התקנים",3,2016-12-05,מכון התקנים,מנהלת אגף התקינה,"אלה עטרות - מנהלת אגף התקינה, מכון התקנים"
אתי,פלר,אתי פלר,"מנכ""ל, הרשות הלאומית להסמכת מעבדות",3,2016-12-05,הרשות הלאומית להסמכת מעבדות,"מנכ""ל","אתי פלר - מנכ""ל, הרשות הלאומית להסמכת מעבדות"
מוטי,כץ,מוטי כץ,"עו""ד, רשות ההגבלים העסקיים",3,2016-12-05,רשות ההגבלים העסקיים,"עו""ד","מוטי כץ - עו""ד, רשות ההגבלים העסקיים"
